,Unnamed: 0,Unnamed: 0.1,Title,SKU,Medium,Subject,Publication,url,File
110,111,111,dawn-in-fishing-village-1976,441,Oil on Canvas,Village / Kampong,"
Chen Wen Hsi Retrospective 1982",https://chenwenhsi.com/wp-content/uploads/2017/08/dawn-in-fishing-village-1976.jpg,resized_chen/dawn-in-fishing-village-1976.jpg
111,112,112,dawn-fishing-village,992,Oil on Canvas,Village / Kampong,"
Paintings by Chen Wen Hsi",https://chenwenhsi.com/wp-content/uploads/2017/09/dawn-fishing-village.jpg,resized_chen/dawn-fishing-village.jpg
112,113,113,chen-wen-hsi-doves,1198,Chinese Ink on Paper,Dove,"
Paintings by Chen Wen Hsi",https://chenwenhsi.com/wp-content/uploads/2018/01/chen-wen-hsi-doves.jpg,resized_chen/chen-wen-hsi-doves.jpg
113,114,114,doves-of-peace,748,Chinese Ink on Paper,Dove,"
Paintings by Chen Wen Hsi",https://chenwenhsi.com/wp-content/uploads/2017/08/doves-of-peace.jpg,resized_chen/doves-of-peace.jpg
114,115,115,ducks-chenwenhsi,1054,Chinese Ink on Paper,Duck,"
Paintings by Chen Wen Hsi",https://chenwenhsi.com/wp-content/uploads/2017/09/ducks-chenwenhsi.jpg,resized_chen/ducks-chenwenhsi.jpg
115,116,116,ducks-chenwenhsi-1,1062,Chinese Ink on Paper,Duck,"
Paintings by Chen Wen Hsi",https://chenwenhsi.com/wp-content/uploads/2017/09/ducks-chenwenhsi-1.jpg,resized_chen/ducks-chenwenhsi-1.jpg
116,117,117,master-of-tradition-revolution-ducks,1595,Chinese Ink on Paper,Duck,"
Master of Tradition & Revolution",https://chenwenhsi.com/wp-content/uploads/2018/01/master-of-tradition-revolution-ducks.jpg,resized_chen/master-of-tradition-revolution-ducks.jpg
117,118,118,master-of-tradition-revolution-ducks-1,1602,Chinese Ink on Paper,Duck,"
Master of Tradition & Revolution",https://chenwenhsi.com/wp-content/uploads/2018/01/master-of-tradition-revolution-ducks-1.jpg,resized_chen/master-of-tradition-revolution-ducks-1.jpg
118,119,119,master-of-tradition-revolution-ducks-2,1618,Chinese Ink on Paper,Duck,"
Master of Tradition & Revolution",https://chenwenhsi.com/wp-content/uploads/2018/01/master-of-tradition-revolution-ducks-2.jpg,resized_chen/master-of-tradition-revolution-ducks-2.jpg
119,120,120,ducks-reeds,1660,Chinese Ink on Paper,Duck,Not in a publication,https://chenwenhsi.com/wp-content/uploads/2018/08/ducks-reeds.jpg,resized_chen/ducks-reeds.jpg
120,121,121,chen-wen-hsi-ducks-2,1186,Chinese Ink on Paper,Duck,"
Paintings by Chen Wen Hsi",https://chenwenhsi.com/wp-content/uploads/2018/01/chen-wen-hsi-ducks-2.jpg,resized_chen/chen-wen-hsi-ducks-2.jpg
121,122,122,chen-wen-hsi-ducks-4,1235,Chinese Ink on Paper,Duck,"
Paintings by Chen Wen Hsi",https://chenwenhsi.com/wp-content/uploads/2018/01/chen-wen-hsi-ducks-4.jpg,resized_chen/chen-wen-hsi-ducks-4.jpg
122,123,123,chen-wen-hsi-ducks-5,1248,Chinese Ink on Paper,Duck,"
Paintings by Chen Wen Hsi",https://chenwenhsi.com/wp-content/uploads/2018/01/chen-wen-hsi-ducks-5.jpg,resized_chen/chen-wen-hsi-ducks-5.jpg
123,124,124,ducks-chen-wen-hsi,996,Chinese Ink on Paper,Duck,"
Paintings by Chen Wen Hsi",https://chenwenhsi.com/wp-content/uploads/2017/09/ducks-chen-wen-hsi.jpg,resized_chen/ducks-chen-wen-hsi.jpg
124,125,125,chen-wen-hsi-ducks-6,1254,Chinese Ink on Paper,Duck,"
Paintings by Chen Wen Hsi",https://chenwenhsi.com/wp-content/uploads/2018/01/chen-wen-hsi-ducks-6.jpg,resized_chen/chen-wen-hsi-ducks-6.jpg
125,126,126,ducks-chen-wen-hsi-1,521,Chinese Ink on Paper,Duck,"
A Dialogue With Tradition",https://chenwenhsi.com/wp-content/uploads/2017/08/ducks-chen-wen-hsi-1.jpg,resized_chen/ducks-chen-wen-hsi-1.jpg
126,127,127,chen-wen-hsi-ducks-3,1190,Chinese Ink on Paper,Duck,"
Paintings by Chen Wen Hsi",https://chenwenhsi.com/wp-content/uploads/2018/01/chen-wen-hsi-ducks-3.jpg,resized_chen/chen-wen-hsi-ducks-3.jpg
127,128,128,ducks-by-river-chen-wen-hsi,1103,Chinese Ink on Paper,Duck,"
Paintings by Chen Wen Hsi",https://chenwenhsi.com/wp-content/uploads/2017/09/ducks-by-river-chen-wen-hsi.jpg,resized_chen/ducks-by-river-chen-wen-hsi.jpg
128,129,129,chen-wen-hsi-ducks-7,1266,Chinese Ink on Paper,Duck,"
Paintings by Chen Wen Hsi",https://chenwenhsi.com/wp-content/uploads/2018/01/chen-wen-hsi-ducks-7.jpg,resized_chen/chen-wen-hsi-ducks-7.jpg
129,130,130,chen-wen-hsi-ducks-8,1268,Chinese Ink on Paper,Duck,"
Paintings by Chen Wen Hsi",https://chenwenhsi.com/wp-content/uploads/2018/01/chen-wen-hsi-ducks-8.jpg,resized_chen/chen-wen-hsi-ducks-8.jpg
130,131,131,ducks-in-the-river,489,Chinese Ink on Paper,Duck,"
Chen Wen Hsi Retrospective 1982",https://chenwenhsi.com/wp-content/uploads/2017/08/ducks-in-the-river.jpg,resized_chen/ducks-in-the-river.jpg
131,132,132,ducks-know-spring-early,471,Chinese Ink on Paper,Duck,"
Chen Wen Hsi Retrospective 1982",https://chenwenhsi.com/wp-content/uploads/2017/08/ducks-know-spring-early.jpg,resized_chen/ducks-know-spring-early.jpg
132,133,133,chen-wen-hsi-ducks-1,1178,Chinese Ink on Paper,Duck,"
Paintings by Chen Wen Hsi",https://chenwenhsi.com/wp-content/uploads/2018/01/chen-wen-hsi-ducks-1.jpg,resized_chen/chen-wen-hsi-ducks-1.jpg
133,134,134,chen-wen-hsi-lotus-and-bird,1454,Chinese Ink on Paper,Lotus,"
Paintings by Chen Wen Hsi",https://chenwenhsi.com/wp-content/uploads/2018/01/chen-wen-hsi-lotus-and-bird.jpg,resized_chen/chen-wen-hsi-lotus-and-bird.jpg
134,135,135,fish-and-lotus-chenwenhsi,1030,Chinese Ink on Paper,Koi Fish,"
Paintings by Chen Wen Hsi",https://chenwenhsi.com/wp-content/uploads/2017/09/fish-and-lotus-chenwenhsi.jpg,resized_chen/fish-and-lotus-chenwenhsi.jpg
135,136,136,chen-wen-hsi-koifish,1308,Chinese Ink on Paper,Koi Fish,"
Paintings by Chen Wen Hsi",https://chenwenhsi.com/wp-content/uploads/2018/01/chen-wen-hsi-koifish.jpg,resized_chen/chen-wen-hsi-koifish.jpg
136,137,137,master-of-tradition-revolution-fishes,1647,Chinese Ink on Paper,Koi Fish,"
Master of Tradition & Revolution",https://chenwenhsi.com/wp-content/uploads/2018/01/master-of-tradition-revolution-fishes.jpg,resized_chen/master-of-tradition-revolution-fishes.jpg
137,138,138,fishing-chen-wen-hsi,540,Chinese Ink on Paper,Crane,"
A Dialogue With Tradition",https://chenwenhsi.com/wp-content/uploads/2017/08/fishing-chen-wen-hsi.jpg,resized_chen/fishing-chen-wen-hsi.jpg
138,139,139,fishing-cwh,730,Chinese Ink on Paper,Sparrow,"
Paintings by Chen Wen Hsi",https://chenwenhsi.com/wp-content/uploads/2017/08/fishing-cwh.jpg,resized_chen/fishing-cwh.jpg
139,140,140,fishing-kampong-1962,443,Oil on Canvas,Village / Kampong,"
Chen Wen Hsi Retrospective 1982",https://chenwenhsi.com/wp-content/uploads/2017/08/fishing-kampong-1962.jpg,resized_chen/fishing-kampong-1962.jpg
140,141,141,fishing-village-1970,445,Oil on Canvas,Village / Kampong,"
Chen Wen Hsi Retrospective 1982",https://chenwenhsi.com/wp-content/uploads/2017/08/fishing-village-1970.jpg,resized_chen/fishing-village-1970.jpg
141,142,142,fishing-village-cwh,984,Mixed Media on Paper,Village / Kampong,"
Paintings by Chen Wen Hsi",https://chenwenhsi.com/wp-content/uploads/2017/09/fishing-village-cwh.jpg,resized_chen/fishing-village-cwh.jpg
142,143,143,chen-wen-hsi-016,990,Oil on Canvas,Village / Kampong,"
Paintings by Chen Wen Hsi",https://chenwenhsi.com/wp-content/uploads/2017/09/chen-wen-hsi-016.jpg,resized_chen/chen-wen-hsi-016.jpg
143,144,144,fishing-village,1006,Chinese Ink on Paper,Village / Kampong,"
Paintings by Chen Wen Hsi",https://chenwenhsi.com/wp-content/uploads/2017/09/fishing-village.jpg,resized_chen/fishing-village.jpg
144,145,145,master-of-tradition-revolution-sparrow-1,1604,Chinese Ink on Paper,Sparrow,"
Master of Tradition & Revolution",https://chenwenhsi.com/wp-content/uploads/2018/01/master-of-tradition-revolution-sparrow-1.jpg,resized_chen/master-of-tradition-revolution-sparrow-1.jpg
145,146,146,chen-wen-hsi-sparrow-6,1372,Chinese Ink on Paper,Sparrow,"
Paintings by Chen Wen Hsi",https://chenwenhsi.com/wp-content/uploads/2018/01/chen-wen-hsi-sparrow-6.jpg,resized_chen/chen-wen-hsi-sparrow-6.jpg
146,147,147,chen-wen-hsi-sparrow-8,1479,Chinese Ink on Paper,Sparrow,"
Paintings by Chen Wen Hsi",https://chenwenhsi.com/wp-content/uploads/2018/01/chen-wen-hsi-sparrow-8.jpg,resized_chen/chen-wen-hsi-sparrow-8.jpg
147,148,148,chen-wen-hsi-sparrow-9,1481,Chinese Ink on Paper,Sparrow,"
Paintings by Chen Wen Hsi",https://chenwenhsi.com/wp-content/uploads/2018/01/chen-wen-hsi-sparrow-9.jpg,resized_chen/chen-wen-hsi-sparrow-9.jpg
148,149,149,chen-wen-hsi-sparrows-10,1493,Chinese Ink on Paper,Sparrow,"
Paintings by Chen Wen Hsi",https://chenwenhsi.com/wp-content/uploads/2018/01/chen-wen-hsi-sparrows-10.jpg,resized_chen/chen-wen-hsi-sparrows-10.jpg
149,150,150,chen-wen-hsi-squirrel-1,1290,Chinese Ink on Paper,Squirrel,"
Paintings by Chen Wen Hsi",https://chenwenhsi.com/wp-content/uploads/2018/01/chen-wen-hsi-squirrel-1.jpg,resized_chen/chen-wen-hsi-squirrel-1.jpg
150,151,151,chen-wen-hsi-squirrel-5,1357,Chinese Ink on Paper,Squirrel,"
Paintings by Chen Wen Hsi",https://chenwenhsi.com/wp-content/uploads/2018/01/chen-wen-hsi-squirrel-5.jpg,resized_chen/chen-wen-hsi-squirrel-5.jpg
151,152,152,flying-squirrel,638,Chinese Ink on Paper,Squirrel,"
Paintings by Chen Wen Hsi",https://chenwenhsi.com/wp-content/uploads/2017/08/flying-squirrel.jpg,resized_chen/flying-squirrel.jpg
152,153,153,foundation-1967,449,Oil on Canvas,Abstract,"
Chen Wen Hsi Retrospective 1982",https://chenwenhsi.com/wp-content/uploads/2017/08/foundation-1967.jpg,resized_chen/foundation-1967.jpg
153,154,154,fowl-by-shore,1071,Chinese Ink on Paper,Duck,"
Paintings by Chen Wen Hsi",https://chenwenhsi.com/wp-content/uploads/2017/09/fowl-by-shore.jpg,resized_chen/fowl-by-shore.jpg
154,155,155,fowls-chen-wen-hsi,662,Chinese Ink on Paper,Fowls,"
Paintings by Chen Wen Hsi",https://chenwenhsi.com/wp-content/uploads/2017/08/fowls-chen-wen-hsi.jpg,resized_chen/fowls-chen-wen-hsi.jpg
155,156,156,master-of-tradition-revolution-frogs,1630,Chinese Ink on Paper,Frog,"
Master of Tradition & Revolution",https://chenwenhsi.com/wp-content/uploads/2018/01/master-of-tradition-revolution-frogs.jpg,resized_chen/master-of-tradition-revolution-frogs.jpg
156,157,157,frogs-song,686,Chinese Ink on Paper,Frog,"
Paintings by Chen Wen Hsi",https://chenwenhsi.com/wp-content/uploads/2017/08/frogs-song.jpg,resized_chen/frogs-song.jpg
157,158,158,fury-fowls-autumn-daisy,706,Chinese Ink on Paper,Fowls,"
Paintings by Chen Wen Hsi",https://chenwenhsi.com/wp-content/uploads/2017/08/fury-fowls-autumn-daisy.jpg,resized_chen/fury-fowls-autumn-daisy.jpg
158,159,159,game-cwh,700,Chinese Ink on Paper,Gibbon,"
Paintings by Chen Wen Hsi",https://chenwenhsi.com/wp-content/uploads/2017/08/game-cwh.jpg,resized_chen/game-cwh.jpg
159,160,160,chen-wen-hsi-gibbon-1,1371,Chinese Ink on Paper,Gibbon,"
Paintings by Chen Wen Hsi",https://chenwenhsi.com/wp-content/uploads/2018/01/chen-wen-hsi-gibbon-1.jpg,resized_chen/chen-wen-hsi-gibbon-1.jpg
160,161,161,master-of-tradition-revolution-gibbon-1,1624,Chinese Ink on Paper,Gibbon,"
Master of Tradition & Revolution",https://chenwenhsi.com/wp-content/uploads/2018/01/master-of-tradition-revolution-gibbon-1.jpg,resized_chen/master-of-tradition-revolution-gibbon-1.jpg
161,162,162,chen-wen-hsi-gibbons-game,1200,Chinese Ink on Paper,Gibbon,"
Paintings by Chen Wen Hsi",https://chenwenhsi.com/wp-content/uploads/2018/01/chen-wen-hsi-gibbons-game.jpg,resized_chen/chen-wen-hsi-gibbons-game.jpg
162,163,163,chenwenhsi-gibbons,1032,Chinese Ink on Paper,Gibbon,"
Paintings by Chen Wen Hsi",https://chenwenhsi.com/wp-content/uploads/2017/09/chenwenhsi-gibbons.jpg,resized_chen/chenwenhsi-gibbons.jpg
163,164,164,gibbons,1038,Chinese Ink on Paper,Gibbon,"
Paintings by Chen Wen Hsi",https://chenwenhsi.com/wp-content/uploads/2017/09/gibbons.jpg,resized_chen/gibbons.jpg
164,165,165,gibbons-1,1048,Chinese Ink on Paper,Gibbon,"
Paintings by Chen Wen Hsi",https://chenwenhsi.com/wp-content/uploads/2017/09/gibbons-1.jpg,resized_chen/gibbons-1.jpg
165,166,166,gibbons-chen-wen-hsi,1066,Chinese Ink on Paper,Gibbon,"
Paintings by Chen Wen Hsi",https://chenwenhsi.com/wp-content/uploads/2017/09/gibbons-chen-wen-hsi.jpg,resized_chen/gibbons-chen-wen-hsi.jpg
166,167,167,chen-wen-hsi-gibbons-8,1324,Chinese Ink on Paper,Gibbon,"
Paintings by Chen Wen Hsi",https://chenwenhsi.com/wp-content/uploads/2018/01/chen-wen-hsi-gibbons-8.jpg,resized_chen/chen-wen-hsi-gibbons-8.jpg
167,168,168,chen-wen-hsi-gibbons-9,1332,Chinese Ink on Paper,Gibbon,"
Paintings by Chen Wen Hsi",https://chenwenhsi.com/wp-content/uploads/2018/01/chen-wen-hsi-gibbons-9.jpg,resized_chen/chen-wen-hsi-gibbons-9.jpg
168,169,169,chen-wen-hsi-gibbons-10,1334,Chinese Ink on Paper,Gibbon,"
Paintings by Chen Wen Hsi",https://chenwenhsi.com/wp-content/uploads/2018/01/chen-wen-hsi-gibbons-10.jpg,resized_chen/chen-wen-hsi-gibbons-10.jpg
169,170,170,chen-wen-hsi-gibbons,1083,Chinese Ink on Paper,Gibbon,"
Paintings by Chen Wen Hsi",https://chenwenhsi.com/wp-content/uploads/2017/09/chen-wen-hsi-gibbons.jpg,resized_chen/chen-wen-hsi-gibbons.jpg
170,171,171,gibbon-chen-wen-hsi,1087,Chinese Ink on Paper,Gibbon,"
Paintings by Chen Wen Hsi",https://chenwenhsi.com/wp-content/uploads/2017/09/gibbon-chen-wen-hsi.jpg,resized_chen/gibbon-chen-wen-hsi.jpg
171,172,172,chen-wen-hsi-gibbons-11,1345,Chinese Ink on Paper,Gibbon,"
Paintings by Chen Wen Hsi",https://chenwenhsi.com/wp-content/uploads/2018/01/chen-wen-hsi-gibbons-11.jpg,resized_chen/chen-wen-hsi-gibbons-11.jpg
172,173,173,chen-wen-hsi-gibbons-1,1097,Chinese Ink on Paper,Gibbon,"
Paintings by Chen Wen Hsi",https://chenwenhsi.com/wp-content/uploads/2017/09/chen-wen-hsi-gibbons-1.jpg,resized_chen/chen-wen-hsi-gibbons-1.jpg
173,174,174,chen-wen-hsi-gibbons-13,1369,Chinese Ink on Paper,Gibbon,"
Paintings by Chen Wen Hsi",https://chenwenhsi.com/wp-content/uploads/2018/01/chen-wen-hsi-gibbons-13.jpg,resized_chen/chen-wen-hsi-gibbons-13.jpg
174,175,175,chen-wen-hsi-gibbons-15,1378,Chinese Ink on Paper,Gibbon,"
Paintings by Chen Wen Hsi",https://chenwenhsi.com/wp-content/uploads/2018/01/chen-wen-hsi-gibbons-15.jpg,resized_chen/chen-wen-hsi-gibbons-15.jpg
175,176,176,master-of-tradition-revolution-gibbons-1,1650,Chinese Ink on Paper,Gibbon,"
Master of Tradition & Revolution",https://chenwenhsi.com/wp-content/uploads/2018/01/master-of-tradition-revolution-gibbons-1.jpg,resized_chen/master-of-tradition-revolution-gibbons-1.jpg
176,179,179,chen-wen-hsi-gibbons-17,1407,Chinese Ink on Paper,Gibbon,"
Paintings by Chen Wen Hsi",https://chenwenhsi.com/wp-content/uploads/2018/01/chen-wen-hsi-gibbons-17.jpg,resized_chen/chen-wen-hsi-gibbons-17.jpg
177,180,180,chen-wen-hsi-gibbons-18,1411,Chinese Ink on Paper,Gibbon,"
Paintings by Chen Wen Hsi",https://chenwenhsi.com/wp-content/uploads/2018/01/chen-wen-hsi-gibbons-18.jpg,resized_chen/chen-wen-hsi-gibbons-18.jpg
178,182,182,chen-wen-hsi-gibbons-19,1415,Chinese Ink on Paper,Gibbon,"
Paintings by Chen Wen Hsi",https://chenwenhsi.com/wp-content/uploads/2018/01/chen-wen-hsi-gibbons-19.jpg,resized_chen/chen-wen-hsi-gibbons-19.jpg
179,183,183,chen-wen-hsi-gibbons-20,1421,Chinese Ink on Paper,Gibbon,"
Paintings by Chen Wen Hsi",https://chenwenhsi.com/wp-content/uploads/2018/01/chen-wen-hsi-gibbons-20.jpg,resized_chen/chen-wen-hsi-gibbons-20.jpg
180,184,184,chen-wen-hsi-gibbons-21,1431,Chinese Ink on Paper,Gibbon,"
Paintings by Chen Wen Hsi",https://chenwenhsi.com/wp-content/uploads/2018/01/chen-wen-hsi-gibbons-21.jpg,resized_chen/chen-wen-hsi-gibbons-21.jpg
181,185,185,chen-wen-hsi-gibbons-22,1436,Chinese Ink on Paper,Gibbon,"
Paintings by Chen Wen Hsi",https://chenwenhsi.com/wp-content/uploads/2018/01/chen-wen-hsi-gibbons-22.jpg,resized_chen/chen-wen-hsi-gibbons-22.jpg
182,186,186,chen-wen-hsi-gibbons-playing,1182,Chinese Ink on Paper,Gibbon,"
Paintings by Chen Wen Hsi",https://chenwenhsi.com/wp-content/uploads/2018/01/chen-wen-hsi-gibbons-playing.jpg,resized_chen/chen-wen-hsi-gibbons-playing.jpg
183,187,187,chen-wen-hsi-gibbons-2,1188,Chinese Ink on Paper,Gibbon,"
Paintings by Chen Wen Hsi",https://chenwenhsi.com/wp-content/uploads/2018/01/chen-wen-hsi-gibbons-2.jpg,resized_chen/chen-wen-hsi-gibbons-2.jpg
184,188,188,chen-wen-hsi-gibbons-23,1444,Chinese Ink on Paper,Gibbon,"
Paintings by Chen Wen Hsi",https://chenwenhsi.com/wp-content/uploads/2018/01/chen-wen-hsi-gibbons-23.jpg,resized_chen/chen-wen-hsi-gibbons-23.jpg
185,189,189,chen-wen-hsi-gibbons-3,1194,Chinese Ink on Paper,Gibbon,"
Paintings by Chen Wen Hsi",https://chenwenhsi.com/wp-content/uploads/2018/01/chen-wen-hsi-gibbons-3.jpg,resized_chen/chen-wen-hsi-gibbons-3.jpg
186,190,190,chen-wen-hsi-gibbons-24,1452,Chinese Ink on Paper,Gibbon,"
Paintings by Chen Wen Hsi",https://chenwenhsi.com/wp-content/uploads/2018/01/chen-wen-hsi-gibbons-24.jpg,resized_chen/chen-wen-hsi-gibbons-24.jpg
187,191,191,chen-wen-hsi-gibbons-4,1204,Chinese Ink on Paper,Gibbon,"
Paintings by Chen Wen Hsi",https://chenwenhsi.com/wp-content/uploads/2018/01/chen-wen-hsi-gibbons-4.jpg,resized_chen/chen-wen-hsi-gibbons-4.jpg
188,192,192,chen-wen-hsi-gibbons-5,1209,Chinese Ink on Paper,Gibbon,"
Paintings by Chen Wen Hsi",https://chenwenhsi.com/wp-content/uploads/2018/01/chen-wen-hsi-gibbons-5.jpg,resized_chen/chen-wen-hsi-gibbons-5.jpg
189,193,193,chen-wen-hsi-gibbons-6,1225,Chinese Ink on Paper,Gibbon,"
Paintings by Chen Wen Hsi",https://chenwenhsi.com/wp-content/uploads/2018/01/chen-wen-hsi-gibbons-6.jpg,resized_chen/chen-wen-hsi-gibbons-6.jpg
190,194,194,gibbons-family,726,Chinese Ink on Paper,Gibbon,"
Paintings by Chen Wen Hsi",https://chenwenhsi.com/wp-content/uploads/2017/08/gibbons-family.jpg,resized_chen/gibbons-family.jpg
191,195,195,gibbons-fetch-moon,642,Chinese Ink on Paper,Gibbon,"
Paintings by Chen Wen Hsi",https://chenwenhsi.com/wp-content/uploads/2017/08/gibbons-fetch-moon.jpg,resized_chen/gibbons-fetch-moon.jpg
192,196,196,gibbons-lonely-tree,694,Chinese Ink on Paper,Gibbon,"
Paintings by Chen Wen Hsi",https://chenwenhsi.com/wp-content/uploads/2017/08/gibbons-lonely-tree.jpg,resized_chen/gibbons-lonely-tree.jpg
193,197,197,gibbons-play-bees,660,Chinese Ink on Paper,Gibbon,"
Paintings by Chen Wen Hsi",https://chenwenhsi.com/wp-content/uploads/2017/08/gibbons-play-bees.jpg,resized_chen/gibbons-play-bees.jpg
194,198,198,chen-wen-hsi-gibbons-7,1320,Chinese Ink on Paper,Gibbon,"
Paintings by Chen Wen Hsi",https://chenwenhsi.com/wp-content/uploads/2018/01/chen-wen-hsi-gibbons-7.jpg,resized_chen/chen-wen-hsi-gibbons-7.jpg
195,199,199,chen-wen-hsi-gibbon,1328,Chinese Ink on Paper,Gibbon,"
Paintings by Chen Wen Hsi",https://chenwenhsi.com/wp-content/uploads/2018/01/chen-wen-hsi-gibbon.jpg,resized_chen/chen-wen-hsi-gibbon.jpg
196,200,200,chen-wen-hsi-gibbons-12,1347,Chinese Ink on Paper,Gibbon,"
Paintings by Chen Wen Hsi",https://chenwenhsi.com/wp-content/uploads/2018/01/chen-wen-hsi-gibbons-12.jpg,resized_chen/chen-wen-hsi-gibbons-12.jpg
197,201,201,chen-wen-hsi-gibbons-14,1374,Chinese Ink on Paper,Gibbon,"
Paintings by Chen Wen Hsi",https://chenwenhsi.com/wp-content/uploads/2018/01/chen-wen-hsi-gibbons-14.jpg,resized_chen/chen-wen-hsi-gibbons-14.jpg
198,202,202,chen-wen-hsi-gibbons-16,1405,Chinese Ink on Paper,Gibbon,"
Paintings by Chen Wen Hsi",https://chenwenhsi.com/wp-content/uploads/2018/01/chen-wen-hsi-gibbons-16.jpg,resized_chen/chen-wen-hsi-gibbons-16.jpg
199,204,204,gold-carps,744,Chinese Ink on Paper,Koi Fish,"
Paintings by Chen Wen Hsi",https://chenwenhsi.com/wp-content/uploads/2017/08/gold-carps.jpg,resized_chen/gold-carps.jpg
200,205,205,gold-carp-with-lotus,650,Chinese Ink on Paper,Koi Fish,"
Paintings by Chen Wen Hsi",https://chenwenhsi.com/wp-content/uploads/2017/08/gold-carp-with-lotus.jpg,resized_chen/gold-carp-with-lotus.jpg
201,206,206,master-of-tradition-revolution-gold-fish,1625,Chinese Ink on Paper,Goldfish,"
Master of Tradition & Revolution",https://chenwenhsi.com/wp-content/uploads/2018/01/master-of-tradition-revolution-gold-fish.jpg,resized_chen/master-of-tradition-revolution-gold-fish.jpg
202,207,207,good-earth-1971,447,Oil on Canvas,Abstract,"
Chen Wen Hsi Retrospective 1982",https://chenwenhsi.com/wp-content/uploads/2017/08/good-earth-1971.jpg,resized_chen/good-earth-1971.jpg
203,208,208,gourds-chen-wen-hsi,560,Chinese Ink on Paper,Gourds,"
A Dialogue With Tradition",https://chenwenhsi.com/wp-content/uploads/2017/08/gourds-chen-wen-hsi.jpg,resized_chen/gourds-chen-wen-hsi.jpg
204,209,209,cranes-chen-wen-hsi,523,Chinese Ink on Paper,Crane,"
A Dialogue With Tradition",https://chenwenhsi.com/wp-content/uploads/2017/08/cranes-chen-wen-hsi.jpg,resized_chen/cranes-chen-wen-hsi.jpg
205,210,210,hens-finger-painting,469,Chinese Ink on Paper,Chicken,"
Chen Wen Hsi Retrospective 1982",https://chenwenhsi.com/wp-content/uploads/2017/08/hens-finger-painting.jpg,resized_chen/hens-finger-painting.jpg
206,211,211,grazing-1965,437,Oil on Canvas,Cow,"
Chen Wen Hsi Retrospective 1982, Paintings by Chen Wen Hsi",https://chenwenhsi.com/wp-content/uploads/2017/08/grazing-1965.jpg,resized_chen/grazing-1965.jpg
207,212,212,master-of-tradition-revolution-heron,1649,Chinese Ink on Paper,Heron,"
Master of Tradition & Revolution",https://chenwenhsi.com/wp-content/uploads/2018/01/master-of-tradition-revolution-heron.jpg,resized_chen/master-of-tradition-revolution-heron.jpg
208,213,213,chen-wen-hsi-heron,1491,Chinese Ink on Paper,Heron,"
Paintings by Chen Wen Hsi",https://chenwenhsi.com/wp-content/uploads/2018/01/chen-wen-hsi-heron.jpg,resized_chen/chen-wen-hsi-heron.jpg
209,214,214,chen-wen-hsi-heron-1,1507,Chinese Ink on Paper,Heron,"
Paintings by Chen Wen Hsi",https://chenwenhsi.com/wp-content/uploads/2018/01/chen-wen-hsi-heron-1.jpg,resized_chen/chen-wen-hsi-heron-1.jpg
210,215,215,chen-wen-hsi-heron-2,1534,Chinese Ink on Paper,Heron,"
Paintings by Chen Wen Hsi",https://chenwenhsi.com/wp-content/uploads/2018/01/chen-wen-hsi-heron-2.jpg,resized_chen/chen-wen-hsi-heron-2.jpg
211,216,216,chen-wen-hsi-egret-1,1306,Chinese Ink on Paper,Heron,"
Paintings by Chen Wen Hsi",https://chenwenhsi.com/wp-content/uploads/2018/01/chen-wen-hsi-egret-1.jpg,resized_chen/chen-wen-hsi-egret-1.jpg
212,217,217,egrets,1052,Chinese Ink on Paper,Heron,"
Paintings by Chen Wen Hsi",https://chenwenhsi.com/wp-content/uploads/2017/09/egrets.jpg,resized_chen/egrets.jpg
213,218,218,chen-wen-hsi-egrets,1056,Chinese Ink on Paper,Heron,"
Paintings by Chen Wen Hsi",https://chenwenhsi.com/wp-content/uploads/2017/09/chen-wen-hsi-egrets.jpg,resized_chen/chen-wen-hsi-egrets.jpg
214,219,219,chen-wen-hsi-egrets-5,1312,Chinese Ink on Paper,Heron,"
Paintings by Chen Wen Hsi",https://chenwenhsi.com/wp-content/uploads/2018/01/chen-wen-hsi-egrets-5.jpg,resized_chen/chen-wen-hsi-egrets-5.jpg
215,220,220,egrets-chen-wen-hsi-1,1077,Chinese Ink on Paper,Heron,"
Paintings by Chen Wen Hsi",https://chenwenhsi.com/wp-content/uploads/2017/09/egrets-chen-wen-hsi-1.jpg,resized_chen/egrets-chen-wen-hsi-1.jpg
216,221,221,egrets-chen-wen-hsi-2,1081,Chinese Ink on Paper,Heron,"
Paintings by Chen Wen Hsi",https://chenwenhsi.com/wp-content/uploads/2017/09/egrets-chen-wen-hsi-2.jpg,resized_chen/egrets-chen-wen-hsi-2.jpg
217,222,222,egrets-chen-wen-hsi-3,1085,Chinese Ink on Paper,Heron,"
Paintings by Chen Wen Hsi",https://chenwenhsi.com/wp-content/uploads/2017/09/egrets-chen-wen-hsi-3.jpg,resized_chen/egrets-chen-wen-hsi-3.jpg
218,223,223,chen-wen-hsi-egret-2,1341,Chinese Ink on Paper,Heron,"
Paintings by Chen Wen Hsi",https://chenwenhsi.com/wp-content/uploads/2018/01/chen-wen-hsi-egret-2.jpg,resized_chen/chen-wen-hsi-egret-2.jpg
219,224,224,egret-chen-wen-hsi-1,1089,Chinese Ink on Paper,Heron,"
Paintings by Chen Wen Hsi",https://chenwenhsi.com/wp-content/uploads/2017/09/egret-chen-wen-hsi-1.jpg,resized_chen/egret-chen-wen-hsi-1.jpg
